,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
20424,퓨처/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20425,범한/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20426,전원주/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20427,샘물/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20428,민영/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20429,히스테리/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20430,;;;;;;;;;;;;;;;;;/Punctuation,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20431,첫키스/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20432,구차하다/Adjective,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20433,싱글맘/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20434,사견/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20435,공화국/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20436,돌진/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20437,강민경/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20438,봤느데/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20439,개국/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20440,바토리/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20441,소양/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20442,잉글랜드/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20443,김광규/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20444,쩡쩡하다/Adjective,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20445,송전탑/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20446,겨를/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20447,OF/Alpha,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20448,스튜/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20449,멸/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20450,알라신/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20451,강점/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20452,협/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20453,이자웅/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20454,경위/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20455,서덜랜드/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20456,옆구리/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20457,하얀색/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20458,이승만/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20459,왕성/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20460,ㅜㅜㅎ/KoreanParticle,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20461,마카오/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20462,노비/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20463,색상/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20464,플래시백/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20465,다도/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20466,Shit/Alpha,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20467,만우절/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20468,down/Alpha,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20469,황실/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20470,스케치/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20471,드넓다/Adjective,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20472,대오/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20473,발끈/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20474,절름발/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20475,중공업/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20476,호모포비아/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20477,석상/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20478,오드/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20479,67/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20480,카시오페아/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20481,중간고사/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20482,포위/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20483,5.7/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20484,숀팬/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20485,ㄴㅅ/KoreanParticle,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20486,괜찬은듯/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20487,(?)./Punctuation,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20488,하이텔/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20489,3%/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20490,화씨/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20491,성배/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20492,-./Punctuation,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20493,레이토/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20494,",....../Punctuation",3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20495,말따/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20496,15회/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20497,팝업/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20498,전구/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20499,극소/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20500,유럽인/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20501,언짢다/Adjective,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20502,does/Alpha,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20503,last/Alpha,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20504,통로/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20505,종목/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20506,야후/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20507,800억/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20508,국사/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20509,남진/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20510,몰상식/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20511,도플갱어/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20512,천왕/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20513,불장난/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20514,임지연/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20515,보탬/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20516,625/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20517,로소/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20518,불발/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20519,1-2/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20520,데츠/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20521,소말리아/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20522,통령/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20523,석현/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20524,엘리스/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20525,데빌/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20526,황해/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20527,니니/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20528,미니어쳐/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20529,견자/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20530,리에티/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20531,한발/Adverb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20532,빵셔틀/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20533,분위/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20534,훨남/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20535,땅바닥/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20536,클림트/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20537,2천/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20538,반문/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20539,싱글즈/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20540,역기/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20541,프레스티지/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20542,한채아/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20543,트레인스포팅/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20544,타이완/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20545,맏/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20546,하넹/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20547,젖소/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20548,비속어/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20549,보병/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20550,앳킨스/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20551,허리케인/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20552,데프콘/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20553,찰흙/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20554,전일/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20555,-&/Punctuation,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20556,연상연하/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20557,중국집/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20558,키티/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20559,호빵/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20560,인동/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20561,구박/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20562,위정/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20563,특수요원/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20564,ㄱㅋ/KoreanParticle,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20565,앞쪽/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20566,예스맨/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20567,참혹/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20568,한씨/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20569,데드풀/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20570,무아/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20571,톰형/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20572,참견/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20573,오른/Modifier,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20574,씨름/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20575,때아닌/Modifier,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20576,오지은/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20577,남짓하다/Adjective,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20578,마르고/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20579,동양철학/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20580,110분/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20581,집필/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20582,여친소/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20583,중국본토/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20584,조씨/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20585,오스트레일리아/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20586,빗겨/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20587,할떄/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20588,본자/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20589,",'/Punctuation",3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20590,세일러문/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20591,편두통/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20592,5시간/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20593,패틴슨때문/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20594,2001/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20595,음지/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20596,피티/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20597,우/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20598,씹덕/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20599,좇는/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20600,시끌벅적/Adverb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20601,도청/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20602,중얼거리다/Verb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20603,어트케/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20604,콘스탄틴/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20605,보련/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20606,윤후/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20607,노루/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20608,.-_-;;/Punctuation,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20609,주문진/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20610,넛/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20611,국딩때/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20612,스트리트파이터/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20613,렌코/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20614,쿠릴/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20615,파이스토리/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20616,쿨러닝/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20617,알못/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20618,자넷/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20619,상대편/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20620,계성은/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20621,김부선/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20622,비법/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20623,용한/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20624,효언니/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20625,맥커너히/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20626,미리보기/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20627,~;/Punctuation,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20628,베개/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20629,"^,^/Punctuation",3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20630,경건하다/Adjective,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20631,마리화나/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20632,○○○/Foreign,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20633,완장/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20634,ㅠㅡ/KoreanParticle,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20635,국밥/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20636,그렁/Adverb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20637,바람소리/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20638,가마/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20639,혹사/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20640,서원/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20641,하겟/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20642,겟/PreEomi,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20643,실록/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20644,어쩜그리/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20645,발싸개/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20646,박원상/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20647,배구공/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20648,당구공/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20649,"!!!!""/Punctuation",3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20650,박달/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20651,월리스/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20652,자립/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20653,총성/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20654,목구멍/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20655,노주현/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20656,~~~~~~~~~~~~~~/Punctuation,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20657,기울다/Verb,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20658,ㅎㅁ/KoreanParticle,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20659,뮤지/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20660,노니/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20661,커피숍/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20662,-!!/Punctuation,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20663,폐쇄공포증/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20664,포주/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20665,씨지브이/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20666,나불대다/Verb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20667,재도/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20668,kg/Alpha,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20669,마사지/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20670,후론/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20671,방독면/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20672,먹물/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20673,까치/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20674,반사/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20675,Kill/Alpha,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20676,선원/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20677,도킹/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20678,얙션/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20679,부여잡다/Verb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20680,봉달/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20681,밀가루/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20682,가화/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20683,cool/Alpha,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20684,유고/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20685,삼부작/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20686,킄/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20687,괜춘하/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20688,애석하다/Adjective,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20689,메카물/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20690,쌩까다/Verb,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20691,밤하늘/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20692,페북/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20693,무더기/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20694,부엌/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20695,난파선/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20696,물방울/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20697,꽃처럼/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20698,유저/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20699,쏫/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
